Protein_name	Condition1_Rep_1_Frac1	Condition1_Rep_1_Frac2	Condition1_Rep_1_Frac3	Condition1_Rep_1_Frac4	Condition1_Rep_1_Frac5	Condition1_Rep_1_Frac6	Condition1_Rep_1_Frac7	Condition1_Rep_1_Frac8	Condition1_Rep_1_Frac9	Condition1_Rep_1_Frac10	Condition1_Rep_1_Frac11	Condition1_Rep_1_Frac12	Condition1_Rep_1_Frac13	Condition1_Rep_1_Frac14	Condition1_Rep_1_Frac15	Condition1_Rep_1_Frac16	Condition1_Rep_1_Frac17	Condition1_Rep_1_Frac18	Condition1_Rep_1_Frac19	Condition1_Rep_1_Frac20	Condition1_Rep_1_Frac21	Condition1_Rep_1_Frac22	Condition1_Rep_1_Frac23	Condition1_Rep_1_Frac24	Condition1_Rep_1_Frac25	Condition1_Rep_1_Frac26	Condition1_Rep_1_Frac27	Condition1_Rep_1_Frac28	Condition1_Rep_1_Frac29	Condition1_Rep_1_Frac30	Condition1_Rep_1_Frac31	Condition1_Rep_1_Frac32	Condition1_Rep_1_Frac33	Condition1_Rep_1_Frac34	Condition1_Rep_1_Frac35	Condition1_Rep_1_Frac36	Condition1_Rep_1_Frac37	Condition1_Rep_1_Frac38	Condition1_Rep_1_Frac39	Condition1_Rep_1_Frac40	Condition2_Rep_1_Frac1	Condition2_Rep_1_Frac2	Condition2_Rep_1_Frac3	Condition2_Rep_1_Frac4	Condition2_Rep_1_Frac5	Condition2_Rep_1_Frac6	Condition2_Rep_1_Frac7	Condition2_Rep_1_Frac8	Condition2_Rep_1_Frac9	Condition2_Rep_1_Frac10	Condition2_Rep_1_Frac11	Condition2_Rep_1_Frac12	Condition2_Rep_1_Frac13	Condition2_Rep_1_Frac14	Condition2_Rep_1_Frac15	Condition2_Rep_1_Frac16	Condition2_Rep_1_Frac17	Condition2_Rep_1_Frac18	Condition2_Rep_1_Frac19	Condition2_Rep_1_Frac20	Condition2_Rep_1_Frac21	Condition2_Rep_1_Frac22	Condition2_Rep_1_Frac23	Condition2_Rep_1_Frac24	Condition2_Rep_1_Frac25	Condition2_Rep_1_Frac26	Condition2_Rep_1_Frac27	Condition2_Rep_1_Frac28	Condition2_Rep_1_Frac29	Condition2_Rep_1_Frac30	Condition2_Rep_1_Frac31	Condition2_Rep_1_Frac32	Condition2_Rep_1_Frac33	Condition2_Rep_1_Frac34	Condition2_Rep_1_Frac35	Condition2_Rep_1_Frac36	Condition2_Rep_1_Frac37	Condition2_Rep_1_Frac38	Condition2_Rep_1_Frac39	Condition2_Rep_1_Frac40	Condition3_Rep_1_Frac1	Condition3_Rep_1_Frac2	Condition3_Rep_1_Frac3	Condition3_Rep_1_Frac4	Condition3_Rep_1_Frac5	Condition3_Rep_1_Frac6	Condition3_Rep_1_Frac7	Condition3_Rep_1_Frac8	Condition3_Rep_1_Frac9	Condition3_Rep_1_Frac10	Condition3_Rep_1_Frac11	Condition3_Rep_1_Frac12	Condition3_Rep_1_Frac13	Condition3_Rep_1_Frac14	Condition3_Rep_1_Frac15	Condition3_Rep_1_Frac16	Condition3_Rep_1_Frac17	Condition3_Rep_1_Frac18	Condition3_Rep_1_Frac19	Condition3_Rep_1_Frac20	Condition3_Rep_1_Frac21	Condition3_Rep_1_Frac22	Condition3_Rep_1_Frac23	Condition3_Rep_1_Frac24	Condition3_Rep_1_Frac25	Condition3_Rep_1_Frac26	Condition3_Rep_1_Frac27	Condition3_Rep_1_Frac28	Condition3_Rep_1_Frac29	Condition3_Rep_1_Frac30	Condition3_Rep_1_Frac31	Condition3_Rep_1_Frac32	Condition3_Rep_1_Frac33	Condition3_Rep_1_Frac34	Condition3_Rep_1_Frac35	Condition3_Rep_1_Frac36	Condition3_Rep_1_Frac37	Condition3_Rep_1_Frac38	Condition3_Rep_1_Frac39	Condition3_Rep_1_Frac40
Protein0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41000000	273460000	274080000	136920000	200070000	213870000	481210000	43342000	24210000	29208000	29175000	13146000	32639000	57686000	107310000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101830000	265840000	1676200000	501610000	408030000	611830000	44350000	245780000	65262000	14015000	14762000	3820500	6608900	4666200	21601000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5326400	497350000	141250000	4080000	16983000	2495200	0	70901000	16828000	6530300	0	0	0	0
Protein0030	0	0	0	0	0	0	0	549420	0	4483500	9583900	15383000	51994000	0	8579700	269860000	207480000	291520000	831080000	1008200000	168250000	710020000	513990000	310210000	5585500	41709000	6201100	0	0	0	0	0	0	0	0	0	0	830500	7694400	52091000	0	0	0	0	0	0	0	21957000	6942900	15275000	2709500	31181000	11220000	5729700	7458500	0	0	4833400	17055000	34584000	36529000	88747000	33617000	85217000	18437000	36287000	3546800	43027000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14412000	0	0	257070000	0	5679700	15525000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0031	0	0	0	0	0	0	0	2790000	0	0	0	0	0	0	2249700	17067000	6610600	5539700	3819800	3158700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1716700	1794700	5884500	8017200	26229000	50429000	3074000	4940800	2962900	3050200	0	3084800	2118700	2801100	0	0	0	1488400	1743800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0032	692870000	2266200000	1013900000	650850000	1395400000	289350000	290610000	1022100000	282050000	1123100000	856740000	1189100000	427180000	390120000	369650000	4935100000	12483000000	49143000000	1.18E+11	1.60E+11	72229000000	1.33E+11	1.13E+11	53914000000	6698400000	8053400000	6791700000	1359300000	212210000	116400000	125460000	854300000	274240000	429670000	1360800000	2963200000	1917600000	2495300000	6748400000	16964000000	1549600000	1989200000	869930000	1156200000	765350000	2010600000	860750000	1489900000	896140000	1161200000	847450000	872970000	566800000	27254000	307210000	321120000	4613100000	9541500000	37840000000	48276000000	77388000000	52962000000	21178000000	20341000000	6170100000	9981400000	2737500000	7336900000	355250000	171120000	205850000	240490000	629430000	716800000	651850000	1421700000	478390000	698930000	810380000	3485000000	905520000	1262600000	694160000	808120000	406890000	715590000	206500000	142860000	134380000	177420000	265020000	236050000	133880000	232710000	107910000	412320000	6370800000	2737100000	8713100000	89920000000	21563000000	34665000000	21901000000	4816800000	3887800000	786440000	530840000	934790000	396480000	259410000	456940000	504830000	783590000	1438700000	775830000	1161000000	1081100000	1074000000	747060000	812060000
Protein0033	74218000	218510000	127430000	54473000	77913000	22624000	12811000	53091000	27410000	54058000	43660000	13699000	16330000	12458000	5752200	15777000	25316000	24021000	23500000	19992000	17322000	48014000	123760000	100200000	119510000	166500000	271710000	873650000	4445400000	9600300000	64013000000	1.76E+11	77622000000	1.65E+11	1.85E+11	2.92E+11	1.17E+11	1.48E+11	1.15E+11	1.06E+11	111340000	269860000	83949000	93342000	50606000	78782000	49092000	53566000	53753000	75286000	39325000	29786000	17043000	0	12048000	4752600	18330000	6619000	12113000	8029800	39184000	3823200	14265000	39113000	55806000	447260000	271230000	370230000	6147000000	27940000000	1.03E+11	70683000000	3.79E+11	3.48E+11	1.37E+11	1.36E+11	48029000000	59826000000	15165000000	44299000000	19529000	67036000	27048000	21238000	9599100	22933000	5780700	3967500	5042800	590980	0	0	2711000	0	0	4604900	0	0	0	2290500	0	0	0	0	0	0	6441700	180940000	1547900000	1003700000	11773000000	7289000000	7410000000	2.16E+11	76749000000	80125000000	13534000000	18902000000	5798500000	5726400000
Protein0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8459100	67121000	2747900	12594000	13246000	22264000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3309900	8487300	59110000	14491000	4202500	7569800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0035	0	0	0	0	0	10602000	17896000	136860000	102680000	347450000	231020000	589140000	542560000	263610000	137800000	138510000	28625000	204740000	14383000	30453000	17097000	18596000	18003000	0	12732000	4492800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25491000	7026000	174510000	262310000	361220000	2205000000	520570000	759910000	841460000	2444000000	1396000000	1796500000	572420000	346420000	830620000	243540000	842660000	69761000	19967000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5235200	4605900	28796000	89938000	73576000	165480000	294590000	169200000	201250000	511990000	295910000	284360000	17132000	374570000	69905000	17263000	422650000	2242100000	117510000	82230000	121350000	21076000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0036	0	0	0	0	0	4037300	24680000	117640000	69512000	159950000	73153000	173290000	255480000	67679000	73684000	247270000	106680000	228930000	19720000	25867000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8241900	6266200	12057000	48309000	193850000	424030000	460910000	1704000000	2140800000	3200100000	8191000000	1909200000	2560700000	2708500000	4078200000	3601100000	3702100000	2352700000	1673700000	4098200000	2325000000	2199500000	1145000000	301950000	82685000	7895700	11305000	7358100	24418000	0	0	0	0	0	0	0	0	0	0	13305000	7976900	0	11028000	65681000	217870000	322530000	816540000	624510000	707960000	635750000	855060000	1654100000	1582300000	427690000	1406900000	718080000	741440000	100240000	371180000	142310000	83560000	143930000	19800000	17229000	0	21733000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0037	0	0	0	0	0	0	0	0	0	0	6927600	25593000	148940000	0	5189900	171740000	42475000	238650000	0	4317500	0	0	19083000	4007900	98513000	277310000	37173000	7732800	5740100	101570000	13111000	2307000	0	15958000	20176000	76928000	0	11847000	37113000	209100000	0	0	0	0	0	0	0	8780600	6522700	122760000	0	6436500	5816000	60505000	16652000	64782000	20116000	9255000	38186000	6387300	5145700	0	0	0	6607300	81926000	139170000	47122000	284680000	97121000	26540000	30833000	29327000	21025000	26277000	34860000	27156000	24896000	27206000	47550000	0	0	0	0	0	0	0	0	2973400	3175400	40865000	31369000	3727100	0	0	38759000	0	0	0	11474000	0	15289000	11144000	13922000	231420000	67748000	290500000	155890000	851170000	277910000	271380000	100710000	28298000	81829000	12226000	22101000	11275000	0	0	0
Protein0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116000000	68751000	591700000	1974400000	1233600000	615630000	66455000	73870000	79046000	5287900	4632000	4472200	15149000	2358600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13191000	119690000	501040000	654820000	407460000	242590000	96112000	46799000	5133200	9166300	3414000	3016100	2648500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121570000	111490000	156000000	342860000	165520000	32509000	32206000	0	0	0	0	0	0	0	0	0
Protein0039	0	0	0	0	0	0	0	708740	0	1320400	0	3340000	4295600	0	0	17904000	8823600	94613000	303830000	1655100000	811180000	3752900000	8302300000	4587900000	284220000	448730000	540480000	140490000	2743600	0	0	0	0	2661600	9724000	7149300	28889000	26012000	14118000	16326000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2378400	0	4147200	1276800	80786000	393380000	825860000	1527600000	698030000	2982400000	911730000	2302200000	772420000	266950000	9862100	0	0	0	0	0	4156000	3927200	6722600	6580400	18320000	11187000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18412000	0	31284000	2013300000	405390000	1953200000	1754200000	438360000	139710000	50279000	8440600	37155000	12410000	0	0	0	0	0	3682600	6474900	7329000	6226300	2252900	3072000
Protein0040	0	0	0	0	0	0	0	13590000	0	0	6040100	17036000	26352000	0	0	22521000	5256900	40513000	0	0	0	0	62816000	4759100	22595000	84787000	740030000	2402300000	8724200000	13916000000	25297000000	25906000000	18863000000	20894000000	13841000000	23694000000	5601100000	4678900000	3091700000	3139400000	29397000	53982000	22991000	21425000	44521000	17533000	32882000	40267000	44371000	60076000	24909000	5084500	13156000	0	0	4427500	0	0	0	0	0	0	0	4934300	12387000	93173000	643020000	938280000	9849800000	17253000000	18852000000	18924000000	36191000000	22884000000	10011000000	6833200000	3744800000	3420200000	645300000	937320000	0	0	0	0	0	0	0	0	0	0	2161100	3434200	1317800	0	0	0	0	0	0	0	0	0	0	2747000	0	5626600	53931000	1229500000	8261700000	3745700000	11045000000	5767400000	3448100000	20893000000	5520900000	4088400000	1844100000	1451100000	495200000	433570000
Protein0041	54337000	167910000	97376000	66436000	86037000	10378000	11236000	68016000	20524000	61729000	84643000	36429000	82874000	57046000	143760000	1664700000	1259400000	1902800000	1098800000	928080000	371940000	453160000	911550000	709020000	189230000	653250000	1145200000	407220000	148860000	92959000	157720000	248450000	101580000	114300000	160830000	231300000	261990000	254630000	210120000	176170000	184750000	155080000	35105000	9323600	13787000	26115000	30218000	47295000	48145000	62447000	16261000	45802000	136100000	109230000	957340000	586270000	3146600000	1496700000	1380900000	561680000	490230000	939570000	377840000	1011700000	736680000	1886700000	1105400000	540250000	250440000	154630000	108200000	46386000	80259000	55393000	57867000	106470000	104130000	137470000	206240000	82286000	1071800000	1408800000	742540000	666680000	489290000	743560000	157840000	230220000	250700000	332440000	257480000	471390000	103140000	442920000	228000000	2527200000	3938000000	757940000	1353400000	2419100000	745830000	931750000	1147600000	668180000	391060000	371810000	368180000	559980000	440370000	276690000	310260000	208680000	196750000	197190000	113760000	118680000	179150000	191670000	182200000	201990000
Protein0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2571000	52302000	102560000	88944000	30914000	35267000	17204000	39110000	0	0	0	6962600	3773700	4694500	5031000	17659000	2120500	6346900	0	0	0	0	0	0	0	3244600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22626000	228930000	575510000	3483300000	477280000	227140000	330370000	54756000	126650000	39695000	12630000	7868800	4667700	9903100	14080000	17422000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7755700	34604000	124000000	943890000	512930000	152960000	115100000	45923000	16450000	101740000	7375000	14704000	5241100	6213100	2764900	5236400
Protein0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2602500	0	0	0	0	0	2285300	138370000	155860000	29884000	104180000	155950000	61991000	67244000	198290000	854360000	1722500000	2145400000	2356700000	1559600000	182370000	1061900000	1169200000	973570000	137580000	1469900	3070000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6134900	0	74464000	38990000	106160000	12302000	2870000	426730000	1763000000	3191700000	3108700000	1543900000	1729000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1853200	7014300	7493600	8674300	31016000	9648100	8679700	1608100	0	0	0
Protein0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6031500	47624000	369540000	1862200000	1492400000	1769900000	1353100000	1186500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10868000	25784000	54414000	37142000	26168000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5745600	15445000	54335000	90924000	96250000	38188000	26213000
Protein0045	5133100	14260000	7212900	2098100	5411400	1456500	1779400	11060000	2922000	6333000	12674000	5135900	8764300	0	0	0	5761400	15471000	0	7710600	0	37471000	145760000	103120000	31149000	183950000	1511500000	4296100000	9869600000	5615100000	19724000000	22306000000	11118000000	16144000000	7705400000	7293500000	3069900000	3566100000	2523000000	1914700000	3040300	11515000	3457300	3760300	1817600	1229200	3306300	4197600	5052900	7024700	0	0	3116900	0	1178300	0	0	0	0	3264500	0	2011900	30045000	101970000	136930000	1675700000	8875200000	9341900000	49185000000	70016000000	95913000000	44094000000	1.12E+11	69695000000	25004000000	15871000000	3913100000	5254900000	874770000	2742700000	0	6033100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44700000	0	0	124850000	387810000	13020000000	27574000000	5507300000	22939000000	5640600000	3028700000	45726000000	12151000000	10888000000	1802300000	2536300000	811800000	969590000
Protein0046	420820000	1163500000	639980000	312680000	375950000	142910000	202730000	785320000	327680000	671630000	603410000	277570000	394280000	111480000	69265000	621500000	357460000	628100000	273430000	271960000	133140000	436940000	1786100000	1202800000	1398300000	13807000000	94955000000	1.63E+11	2.79E+11	1.96E+11	3.64E+11	3.37E+11	2.38E+11	2.72E+11	1.69E+11	1.76E+11	74359000000	83438000000	59513000000	57525000000	976890000	1395600000	414940000	549450000	276260000	378370000	421610000	550380000	650090000	1137200000	344790000	457280000	435700000	111330000	263100000	151230000	300940000	153690000	171380000	134450000	46726000	207660000	307080000	1224700000	2154900000	27278000000	1.24E+11	90291000000	3.42E+11	3.96E+11	4.08E+11	2.72E+11	5.13E+11	3.36E+11	1.67E+11	1.14E+11	33684000000	44445000000	8969700000	27742000000	327970000	502760000	192310000	189910000	103910000	288700000	48732000	29491000	28051000	33897000	51416000	41501000	26824000	28335000	3010900	15831000	0	0	10438000	9194700	0	45512000	205490000	203400000	32285000	2120300000	6183300000	96167000000	1.95E+11	46733000000	1.36E+11	35191000000	19757000000	2.28E+11	54992000000	58922000000	12595000000	18104000000	4842100000	5813300000
Protein0047	0	0	0	11283000	20825000	0	0	0	0	0	0	0	0	0	0	0	0	0	25354000	27698000	0	59667000	77125000	124430000	2190200	30487000	97675000	44142000	0	0	0	0	0	0	0	0	0	0	0	0	112070000	118310000	64820000	42366000	41273000	181450000	61989000	188950000	83485000	133910000	46066000	30163000	3420500	0	0	0	0	0	0	0	0	0	0	0	0	0	16224000	166460000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3982000	0	0	75257000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0048	36884000	116350000	57063000	27827000	40041000	6846900	5200000	48150000	11246000	32701000	9701300	31120000	38786000	18374000	18441000	450110000	321390000	1131100000	1661100000	4176700000	1882800000	3545700000	4015000000	1040500000	380200000	219850000	61724000	5120300	1234900	0	0	0	0	15613000	54998000	146220000	118440000	133360000	108020000	89361000	201000000	268660000	102990000	102660000	74587000	106470000	71417000	140040000	45439000	67443000	11730000	34051000	7895500	0	0	0	15640000	37233000	370930000	580690000	569660000	630260000	280000000	232150000	117910000	134750000	20703000	17880000	0	0	0	0	18597000	28422000	58085000	107970000	337520000	166640000	163930000	121650000	88488000	114870000	79736000	69739000	46502000	57573000	14956000	13537000	4027800	17065000	13169000	6543700	5050100	8741200	0	4708500	14414000	28917000	94393000	711960000	942260000	1602700000	857250000	497350000	294570000	167750000	79947000	34234000	60687000	6453300	0	2109500	3058200	70708000	42326000	82989000	127540000	82778000	58136000	37079000
Protein0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8038800	8800300	0	14156000	0	0	4891000	16531000	61449000	5321400	54086000	81137000	26911000	0	0	0	0	0	0	0	0	0	0	0	5211300	10220000	17429000	7568900	5262600	3084100	29264000	14601000	50952000	3975000	4286400	0	8889300	0	0	0	0	0	0	0	0	0	0	0	0	0	13783000	8350500	107310000	1612700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55529000	3439800	21265000	0	0	0	0	0	0	0	0	0	0	0	0
Protein0050	13966000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5100100	0	1386000	11164000	28289000	345520000	2419100000	14726000000	30009000000	51397000000	62958000000	81499000000	67738000000	91578000000	31323000000	28119000000	22903000000	26627000000	17645000	85009000	43307000	63544000	32079000	14826000	1389100	0	0	1614500	0	6793200	5542500	0	6828100	0	9812300	0	0	0	0	0	7147800	0	0	103800000	16231000	111790000	2859500000	12026000000	21328000000	46126000000	98602000000	83463000000	65286000000	55003000000	30893000000	26041000000	11100000000	9238900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92522000	1655500000	2838300000	14429000000	16234000000	21585000000	77032000000	25738000000	24942000000	15529000000	10444000000	5085000000	2903900000
Protein0051	283650000	611760000	340160000	194020000	228930000	101130000	135180000	434300000	252170000	424290000	347620000	232430000	317970000	128690000	83694000	704190000	389170000	1273000000	586680000	517480000	224180000	331560000	1311700000	5181900000	18448000000	64563000000	1.36E+11	1.02E+11	1.06E+11	1.04E+11	69579000000	46116000000	37328000000	21645000000	15201000000	13506000000	7238800000	7305600000	8817100000	11593000000	609660000	697630000	202550000	263760000	247490000	158310000	258250000	387470000	530790000	1275100000	378720000	401930000	627790000	138100000	356790000	331320000	386090000	338160000	656110000	576520000	485650000	502970000	920420000	9923800000	40894000000	1.16E+11	1.67E+11	58370000000	1.21E+11	87995000000	52965000000	32904000000	29488000000	16009000000	9997100000	7247900000	4108900000	4955700000	3135300000	4850400000	250600000	259530000	100620000	72523000	44949000	444300000	16514000	10622000	15036000	14656000	53359000	15632000	0	0	0	8011700	0	4078900	29601000	36733000	42555000	93697000	327360000	1689000000	5895000000	26370000000	43223000000	73884000000	1.02E+11	39701000000	41476000000	14392000000	7894300000	16102000000	4323900000	3053300000	1892600000	1531000000	824900000	607780000
Protein0052	3397700	12330000	21734000	22155000	35741000	9062900	10201000	39283000	10054000	100130000	205540000	1229200000	2805000000	943700000	1587700000	18598000000	5814300000	3609600000	1975800000	550130000	0	18852000	20717000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22374000	51726000	27786000	46809000	32186000	42665000	49587000	54137000	42297000	174040000	159300000	359430000	520550000	258610000	282450000	277140000	399440000	117650000	10309000	0	2419000	0	0	0	0	0	0	8922000	0	0	0	0	0	0	0	0	0	2475300	21970000	29648000	1226200	3294600	0	0	0	2522500	0	2034400	7442500	30284000	342240000	167570000	66721000	39336000	5446300	153850000	1021300000	0	0	65619000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein0053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16758000	21180000	51723000	206410000	69528000	53494000	18260000	90340000	64879000	48442000	16656000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9675800	16924000	415840000	343880000	363700000	636190000	749940000	1204500000	917810000	1056700000	236460000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11046000	102420000	648410000	1414900000	2129100000	3976600000	880710000	749110000	377630000	1313100000	464170000	382290000	287120000
Protein0054	0	0	0	0	0	0	0	0	0	0	0	0	15089000	5206100	39105000	126220000	96292000	90800000	7002300	6212100	13556000	5116000	6072400	0	19353000	6651200	6282700	0	0	10779000	0	4263900	0	0	7825000	10173000	28900000	147460000	480110000	927630000	6039700	4462600	3043900	0	0	0	0	0	0	0	0	0	7681700	0	158340000	512750000	186900000	242950000	116970000	44268000	105710000	46678000	20159000	11810000	16575000	19846000	16024000	0	0	0	0	20854000	6765300	16286000	29562000	28596000	167220000	513970000	2420300000	1774200000	22101000	8077800	8244000	10280000	0	0	0	0	0	0	0	0	2906600	30527000	79646000	79824000	0	363310000	4642500	0	50093000	43124000	18603000	21279000	0	17374000	0	7713300	15106000	23766000	28679000	43586000	62432000	11961000	8887300	11762000	84856000	140650000	409480000	1007600000
Protein0055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6013700	22807000	2407100	7471800	0	0	0	0	0	0	0	0	0	21308000	94928000	525720000	670460000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15775000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1959300	33551000	142160000	752750000	956820000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13810000	62439000
Protein0056	1696900	4452400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7837600	140100000	58699000	44230000	91845000	51663000	61501000	94679000	70412000	42747000	30614000	16413000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4273800	12338000	9684400	27897000	34848000	13539000	27584000	28108000	18115000	14697000	9841900	2540900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23215000	48413000	49077000	33118000	14010000	9054000	0	0	0	0	0	0
Protein0057	21234000	28065000	7763600	0	0	0	0	2015900	1243300	0	0	0	0	0	0	0	0	3251100	0	4796900	16541000	46650000	42160000	26179000	50323000	29788000	32829000	12549000	23945000	469270000	215340000	298250000	1153600000	1254100000	1984900000	1755500000	1280100000	705510000	403050000	249610000	42259000	29451000	17780000	26140000	16746000	8621400	10728000	7581000	4750800	6801600	3201900	4819300	0	0	0	0	0	0	0	0	8723200	0	0	0	0	3633700	5740400	1133600	45287000	50301000	96389000	543570000	642770000	732750000	1315200000	986760000	665020000	438090000	256280000	121610000	23380000	23314000	3826500	5612500	1686100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4651000	4105200	40213000	9135100	181450000	311920000	343880000	430170000	663230000	871030000	718690000	668790000	615060000	296080000	175690000	15804000
Protein0058	2360200	18247000	5515900	3167900	0	0	0	14837000	0	0	5755400	6211600	8575300	0	0	6221200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17683000	30549000	51906000	191660000	522300000	570500000	654900000	721790000	343080000	94988000	213480000	70669000	91405000	28373000	20918000	36495000	32399000	25100000	13758000	0	12559000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2096600	6954500	5913200	49908000	65205000	119970000	181310000	146460000	217710000	101490000	97879000	105910000	116540000	50809000	61859000	42201000	44527000	15701000	4562800	2412400	7393400	1819900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3104000	4792500	13903000	58636000	58208000	120670000	156790000	130520000	62968000	25303000
Protein0059	1542300000	880670000	537760000	477560000	772420000	356020000	234250000	404590000	95113000	145910000	104880000	11869000	0	0	0	15989000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16697000	9653400	1522100000	818470000	397670000	269480000	242420000	238170000	151880000	136850000	91212000	87968000	8804400	12684000	0	37597000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199290000	504900000	111940000	139540000	161140000	366140000	58106000	61981000	44920000	33245000	95940000	39529000	4860700	36722000	3702800	21583000	73583000	0	0	34807000	0	0	0	0	0	0	0	0	14382000	19826000	57721000	39173000	16233000	74791000	20720000	17235000	6128200	0	0	0
